image_id,file_path,label,class_name,readable,width,height,channels,mean_pixel,pixel_std,file_hash,usable,notes,split
nonlens_0863,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0863.jpg,0,presumed_non_lens,1,128,128,3,51.267985026041664,39.81190417008729,b3f2532b0e40584ad98cec885ae5db9f43d31dbbde41601cafab84c1371c5330,1,,train
nonlens_0324,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0324.jpg,0,presumed_non_lens,1,128,128,3,52.31011962890625,36.28891753158179,32ee77d530a659426bef991fab8590795bfc9de7e99cb3138b87f83b71d8011a,1,,train
confident_0560,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0560.jpg,1,lens,1,128,128,3,52.39888509114584,33.69349275208943,9ca7ffa678b881e4d1145310a8e97f9c4a46932abc2c9154eda4aaa3ff03507a,1,,train
confident_0565,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0565.jpg,1,lens,1,128,128,3,40.653889973958336,25.44994831641524,c314d881de894bef8ac4398c46b5072d14422e4309271a4af0b93ff07220763f,1,,train
confident_1056,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1056.jpg,1,lens,1,128,128,3,52.532328287760414,29.438677183628933,a84c6f5a148cce2b8541e230417c06e5a4172a6580dae87dd2d0f44d6d4fc04e,1,,train
nonlens_0747,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0747.jpg,0,presumed_non_lens,1,128,128,3,65.41864013671875,39.99670514635967,26868f22d43a15bcdda93cede5d32530d503f76e90f529031a7e69859627025d,1,,train
nonlens_0677,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0677.jpg,0,presumed_non_lens,1,128,128,3,57.28367106119792,52.874149209133535,de1773a273db3a519338f25f2cdb96648fe38fa4a861157fb35415b6c3314ceb,1,,train
nonlens_1978,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1978.jpg,0,presumed_non_lens,1,128,128,3,49.29654947916666,42.01483751905701,0a3f345b49d6daa31781160dcde7bd582757cb7a40eedfec3b85a2ff65df9ecb,1,,train
confident_0436,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0436.jpg,1,lens,1,128,128,3,36.225830078125,19.97446148092352,dd21a182cc7af8a571706dfda70471703412b9795b4595c587f995c85eb1dfdf,1,,train
nonlens_0121,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0121.jpg,0,presumed_non_lens,1,128,128,3,52.053812662760414,45.86778268539554,a52207d853e7fd41f4b1f7aa952c08d8e5d168a92c9ffd600bc454c42c7e5b20,1,,train
nonlens_0266,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0266.jpg,0,presumed_non_lens,1,128,128,3,54.38665771484375,37.77469016422184,d2a13e56ab8f077ff57c2fa6856dc380be4f14cb1b82ed172fea104bdd1168e7,1,,train
nonlens_0224,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0224.jpg,0,presumed_non_lens,1,128,128,3,94.74393717447916,64.25812407999402,c4b44494c0b92a35f15adeeb2704858926c21824832ff971d66a74508aacf33d,1,,train
nonlens_0156,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0156.jpg,0,presumed_non_lens,1,128,128,3,36.966817220052086,17.326569755972578,647ad37c2d000632e6d6f7ec8f6782e8439bf8adb72b6d60a99b2ebc8882be9f,1,,train
confident_1345,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1345.jpg,1,lens,1,128,128,3,37.80796305338541,19.75602449405833,0204ce60ceb880c7bbf67880c3ab66bc625dab2f14343dba9d65ea831c05a025,1,,train
nonlens_0989,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0989.jpg,0,presumed_non_lens,1,128,128,3,81.46860758463542,55.57103640483416,2eec66914ac9536722a85fa21e59ec41d21724d3819ca2d3e63444fb1d0b25e1,1,,train
confident_0977,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0977.jpg,1,lens,1,128,128,3,35.08197021484375,17.302928417695338,2b640bdab5e37f7ded11c200cec23e377b4a4b6d7b6fcfecb7bfd39f9a7130c1,1,,train
confident_0247,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0247.jpg,1,lens,1,128,128,3,44.48081461588541,23.522485635849478,bf4685c68b883d3e568a0c22503713924d2c90835cbaef8e4b6ef4e890bd1706,1,,train
confident_1366,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1366.jpg,1,lens,1,128,128,3,41.10235595703125,26.51724317364449,fbcf4f510ef19bd73fbe8c381c1bfbcd276d5aa9ab733f4496c2985981bdc3ab,1,,train
confident_0011,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0011.jpg,1,lens,1,128,128,3,59.939066569010414,37.882250068964495,4433549d197405f9fbeb2049c23227fec3ff0bcf46697e51a17120f6048db210,1,,train
nonlens_1210,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1210.jpg,0,presumed_non_lens,1,128,128,3,107.58640543619792,67.10390163641577,1d17bb76078cb5cbaecc7b81610bd30c474c3eb5af17484963d823ad2672ca30,1,,train
nonlens_1976,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1976.jpg,0,presumed_non_lens,1,128,128,3,66.29107666015625,52.457349631868055,d7e39cd6d1378f352062061574b7e314d7737298ac966a31baf9f55ceb16377e,1,,train
confident_0479,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0479.jpg,1,lens,1,128,128,3,37.12860107421875,17.573001633347584,d8c28c97c1f1e6ba04949b5a551fb4f8afe6597e80f61a8455074a8644e9c9c6,1,,train
nonlens_0250,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0250.jpg,0,presumed_non_lens,1,128,128,3,58.969950358072914,53.22564008583048,2d2beb4ff0cabe872d8965b432d5f43a9600747081d1f75fa9002fd5a1292bf6,1,,train
confident_0081,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0081.jpg,1,lens,1,128,128,3,75.22314453125,45.70960836999684,5bfbc6d6c0923089d60372d5f286b8f5cf824972f55cc58dc848c085b081f42d,1,,train
confident_1003,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1003.jpg,1,lens,1,128,128,3,37.28873697916666,23.757221286348457,f4cdf310be2bac60dbd1511170bb6ce1f4cd04f65322dcc89c9c56f88f49fe84,1,,train
confident_0371,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0371.jpg,1,lens,1,128,128,3,35.402750651041664,19.83389639505966,f91ddb874a9744a51e4afb88e107be12822ac7bf79938c8054d80b637b2c1335,1,,train
nonlens_1133,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1133.jpg,0,presumed_non_lens,1,128,128,3,61.918538411458336,48.22015455611732,1a1482f9ec0c175eaff6aee41d15712882ee95faa383dd2aa5a7f2d3669b9b59,1,,train
nonlens_1262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1262.jpg,0,presumed_non_lens,1,128,128,3,50.59356689453125,34.96179488178545,5373d5e03f8f06d3f3ff09fee24e563c304485f668016afb0bfc50ad0be42cbc,1,,train
confident_1843,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1843.jpg,1,lens,1,128,128,3,39.495625813802086,26.781428925536787,5bd7b7a15818ce919541af44576581940ef700c67c76274435026643f66c22b7,1,,train
confident_0499,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0499.jpg,1,lens,1,128,128,3,36.228597005208336,24.045460977168272,3f994b6c277e0a828e26738c2c654e088b4d606c985d3af58bd8573f346b7525,1,,train
nonlens_0594,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0594.jpg,0,presumed_non_lens,1,128,128,3,52.361653645833336,46.17206254473854,0b304a1456a4318df16d4fe88d71dd9cd6e5b73e9e09b9af2465a31efdd61a6d,1,,train
confident_2017,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_2017.jpg,1,lens,1,128,128,3,34.873209635416664,10.094717287130663,1ca6a2bee0113f437ba478c970372c633610c29cdfbbb6188189a98cde4d29d6,1,,train
nonlens_1704,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1704.jpg,0,presumed_non_lens,1,128,128,3,72.5233154296875,34.738998839562335,5254897b678d503f38a855c6a4ee8a390c9997a9763ba74dba01cad7dab5fef0,1,,train
confident_0723,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0723.jpg,1,lens,1,128,128,3,54.87876383463541,33.94380916840681,0426a35b25e848f32bfe8ec7e1b1c475c164bc517929655e7546f334d0e08cd8,1,,train
confident_1717,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1717.jpg,1,lens,1,128,128,3,36.453145345052086,21.922542316242783,ca7f94876474ac83cd5ee3c99a51ce2c716c810817997b3728fe8bb67cfbddd6,1,,train
nonlens_1223,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1223.jpg,0,presumed_non_lens,1,128,128,3,65.20749918619792,45.97075015383387,8befceca64c3bb31f23c643025ea565bb48588196bff15f9b9e1d8f5a92e84c4,1,,train
nonlens_0632,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0632.jpg,0,presumed_non_lens,1,128,128,3,86.36936442057292,57.21590845594552,a1593cbb7f6e57c99960bafeb6881a1d17361e3fdda6e34a5be18347548c5a8c,1,,train
confident_0323,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0323.jpg,1,lens,1,128,128,3,37.895609537760414,20.95231294088554,5f16bff508d7762ac095cc6de6c8d2172df4bf25cb5e52abe23a68dbdee3c8fc,1,,train
confident_1529,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1529.jpg,1,lens,1,128,128,3,40.3623046875,13.98924792757068,7444b9db3b587bef9c90508d64df0ebe84e8d0cf083958aa49034054fa8bd7ef,1,,train
nonlens_0827,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0827.jpg,0,presumed_non_lens,1,128,128,3,74.98130289713542,69.82666728914324,6863e481d9599fc5e7609edb736d61a8aa2439bdbaab2eaa2d2e42567d2c4d00,1,,train
confident_0699,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0699.jpg,1,lens,1,128,128,3,51.56658935546875,30.00310993708487,427788cfda7c898a9fba3152cb45291a70871a3eaa2f07b2330c4b0ee6c2773a,1,,train
confident_1539,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1539.jpg,1,lens,1,128,128,3,39.079996744791664,18.186647279193654,98cb1c0771033419d6610aad806b618ab73c1ed0d53a43570d38b02248e25fd4,1,,train
confident_0162,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0162.jpg,1,lens,1,128,128,3,39.809794108072914,20.016381619674856,0d0adad02c423025dfb8197194ddb1968831a684d7f85af68e0328ba66d8154b,1,,train
nonlens_2028,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_2028.jpg,0,presumed_non_lens,1,128,128,3,59.775227864583336,44.60350833373138,52b338cff0edf79888f431b61ecabbdc53f663ff0bd641902c61eacf44befc2f,1,,train
nonlens_0693,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0693.jpg,0,presumed_non_lens,1,128,128,3,53.007161458333336,40.73719170772261,9a64ca4a1726752ee620bf79f02ec3d258d0b11e4e411693ee7902894d601cd7,1,,train
confident_1652,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1652.jpg,1,lens,1,128,128,3,39.32377115885416,20.904702383480675,46829e48403db94bdd093504f51248503a484c04506d9f921131df92b0685106,1,,train
nonlens_0352,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0352.jpg,0,presumed_non_lens,1,128,128,3,51.08740234375,39.04557980407714,4296bda4d562f3b7de904a7399a762c3d9093886a05cfe964cf798370d1b35c6,1,,train
nonlens_1517,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1517.jpg,0,presumed_non_lens,1,128,128,3,56.12906901041666,44.14846196703951,69ed904dfdaec494de2de5fba4f66fae481e929e04fa1039b0420967869cc96d,1,,train
confident_0194,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0194.jpg,1,lens,1,128,128,3,43.91178385416666,25.147474164295428,6a2171c0b37bb1dbc58e5a909dc009da3b862fb1c87ac941187fcbb9fa3d695f,1,,train
nonlens_0197,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0197.jpg,0,presumed_non_lens,1,128,128,3,64.1943359375,43.15513263188618,0710ed2ae105722d4da0a85a63b547d42a7d43826083897b2cf61e65feb30c3d,1,,train
confident_0563,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0563.jpg,1,lens,1,128,128,3,34.713765462239586,12.75297718372097,1d0046606026f393cbc6a4c479b89855e920603e5f4907a7caee1914a061c00c,1,,train
confident_0772,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0772.jpg,1,lens,1,128,128,3,64.61604817708333,53.223114449709215,7f315d5870aa3b026afc37b6ff8ee54cbef8facc2253c8627dd172da344afd32,1,,train
confident_1236,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1236.jpg,1,lens,1,128,128,3,47.18656412760416,29.722479121287208,b88b8f8da1d2c30f24a7a0c657c5e3fd06786b39f1abb1da751eb5e8ce5c0708,1,,train
confident_1540,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1540.jpg,1,lens,1,128,128,3,37.29654947916666,19.578028094204168,5aad7d5b425b55ac706a77d2c717fb53a8517fa6fa722874c24fa04fd0035838,1,,train
nonlens_1008,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1008.jpg,0,presumed_non_lens,1,128,128,3,61.101786295572914,53.34438497412339,8934fe3a9cb9afe3a7819d0716cd3a919fd63e148e3f7ab9e8be4e29af26a7b4,1,,train
nonlens_1384,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1384.jpg,0,presumed_non_lens,1,128,128,3,58.068949381510414,39.22889283333655,6b614bab1b15812da0f51418e5944b05c0cbc6fc1093c781de9009fcf7d79a7b,1,,train
confident_0320,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0320.jpg,1,lens,1,128,128,3,34.84307861328125,13.51663702357536,3cea66ce771904138827b13c0c37f18df2dc229da69094a15ae09633c4a33d01,1,,train
nonlens_0308,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0308.jpg,0,presumed_non_lens,1,128,128,3,112.41103108723958,50.15406702376937,ff577e0cc740554d56258952cfb251d2e05c59879187c54b305076a2ac325d34,1,,train
confident_0064,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0064.jpg,1,lens,1,128,128,3,36.20770263671875,15.680534489002405,e108cc8ecbdaa3c3838b72d4b2f58189143edf02b9b53947a92066001f552e13,1,,train
confident_0534,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0534.jpg,1,lens,1,128,128,3,34.342508951822914,12.981280704082383,9466254265c7d57410824dd8ba41d607e842198a03eb048af2712aa82dfffd57,1,,train
confident_1766,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1766.jpg,1,lens,1,128,128,3,32.0,0.0,b9fc26ac0c130027cdcfd02ec79df1f0d3e8077e7e2a8e576c1d9c237539b4f9,1,,train
confident_1481,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1481.jpg,1,lens,1,128,128,3,56.8348388671875,37.19594595689607,c035a16750aa8d17b9c6694be4896a44fa7decaf3be4c464d7b39013c90bd56d,1,,train
confident_0526,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0526.jpg,1,lens,1,128,128,3,36.7579345703125,19.23032230435342,312d734039e146390b98b6e72059421d45c012724cd5a7260d5d5e90e271a09d,1,,train
nonlens_0711,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0711.jpg,0,presumed_non_lens,1,128,128,3,65.16888427734375,49.80316216855697,d7960c7a0d03dd21006502606a57098ded66ac0c6481bcb7d2a6fa6c3a032c65,1,,train
confident_1855,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1855.jpg,1,lens,1,128,128,3,36.78798421223959,20.99098985129693,65ed1c63b872c377de06ac170920c83fb8f9f0b0f98f2e0d3592cb80aaef5b96,1,,train
confident_1428,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1428.jpg,1,lens,1,128,128,3,81.23111979166667,44.66000175569839,b36b1f3f056032b5abc785e7e2c618f74674a24ded55584f79a0c927003727a5,1,,train
nonlens_0016,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0016.jpg,0,presumed_non_lens,1,128,128,3,63.88836669921875,56.979070105574735,310ee4d39ae1bd19e5253fef43a2027b4994606b051060e315320dbe92facab2,1,,train
confident_0297,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0297.jpg,1,lens,1,128,128,3,53.12255859375,31.49998440439353,85cc188eb204571fd7f175636640819338893ecbf82e33884a7a4c337ba5a94d,1,,train
nonlens_1560,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1560.jpg,0,presumed_non_lens,1,128,128,3,63.44803873697917,52.82159863895205,2cf2171be570aa3b0602ca390d28711786d95f210cfc4b3abd9c4a074e6dbe6d,1,,train
