galaxy10_index,ra,dec,galaxy10_class,morphology,redshift,original_pxscale,nearest_lenscat_arcsec,image_id,label,class_name,cutout_url,file_path,survey_layer,cutout_size,cutout_pxscale,download_status,http_status,width,height,mean_pixel,pixel_std,usable,suspected_lens,notes,error
17127,157.06835335126738,3.9326593868899136,9,edge_on_with_bulge,0.1091593,0.262,1754.056998159966,nonlens_0613,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=157.06835335126738&dec=3.9326593868899136&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0613.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
11180,184.40771484375,51.81917953491211,6,unbarred_tight_spiral,0.04224875,0.262,1685.9624038597572,nonlens_0614,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=184.40771484375&dec=51.81917953491211&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0614.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
12479,132.6835804520841,23.18863075329979,7,unbarred_loose_spiral,0.03222448,0.262,2389.1532601974213,nonlens_0615,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=132.6835804520841&dec=23.18863075329979&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0615.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
16691,188.2715308610798,-0.7582514419209231,9,edge_on_with_bulge,0.11241386,0.262,210.6638103671734,nonlens_0616,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=188.2715308610798&dec=-0.7582514419209231&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0616.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
6595,239.15367126464844,41.90374755859375,3,in_between_round_smooth,0.03513042,0.262,897.2389822807866,nonlens_0617,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=239.15367126464844&dec=41.90374755859375&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0617.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
11871,321.14442053562595,0.6530743959367273,7,unbarred_loose_spiral,0.08654844,0.262,670.4369496327014,nonlens_0618,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=321.14442053562595&dec=0.6530743959367273&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0618.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
17256,117.76624298095705,42.91536331176758,9,edge_on_with_bulge,0.04161726,0.262,2690.7717907522238,nonlens_0619,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=117.76624298095705&dec=42.91536331176758&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0619.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
7750,256.3686218261719,60.86231994628906,4,cigar_shaped_smooth,0.06810263,0.262,145.07903434908857,nonlens_0620,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=256.3686218261719&dec=60.86231994628906&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0620.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
15380,183.1302490234375,40.01632690429688,8,edge_on_without_bulge,0.04913768,0.262,723.1972979424452,nonlens_0621,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=183.1302490234375&dec=40.01632690429688&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0621.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
14494,242.053058742745,12.147714647364928,8,edge_on_without_bulge,0.06987848,0.262,4247.572437852082,nonlens_0622,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=242.053058742745&dec=12.147714647364928&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0622.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
4543,192.3885789392018,-1.4777765426757712,2,round_smooth,0.08176997,0.262,662.6391385328737,nonlens_0623,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=192.3885789392018&dec=-1.4777765426757712&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0623.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
9263,169.91175842285156,46.14908599853516,5,barred_spiral,0.1123982,0.262,552.7248873927741,nonlens_0624,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=169.91175842285156&dec=46.14908599853516&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0624.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
9932,203.42742919921875,36.318153381347656,5,barred_spiral,0.01924794,0.262,904.4466614432741,nonlens_0625,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=203.42742919921875&dec=36.318153381347656&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0625.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
5185,164.5770721435547,50.164798736572266,2,round_smooth,0.1152034,0.262,637.182961281436,nonlens_0626,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=164.5770721435547&dec=50.164798736572266&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0626.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
17223,174.84278869628906,35.84523391723633,9,edge_on_with_bulge,0.03950455,0.262,394.8671710493512,nonlens_0627,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=174.84278869628906&dec=35.84523391723633&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0627.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
9905,247.57937622070312,41.10206604003906,5,barred_spiral,0.02951539,0.524,542.5185486508465,nonlens_0628,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=247.57937622070312&dec=41.10206604003906&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0628.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
16554,218.4888446677338,5.584039931912996,9,edge_on_with_bulge,0.024651064,0.262,1277.816456972976,nonlens_0629,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=218.4888446677338&dec=5.584039931912996&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0629.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
13392,180.7578887939453,36.94734191894531,7,unbarred_loose_spiral,0.08039173,0.262,1635.707787620612,nonlens_0630,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=180.7578887939453&dec=36.94734191894531&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0630.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
16841,180.0482002245984,3.2341688635327026,9,edge_on_with_bulge,0.13034871,0.262,398.62899318249674,nonlens_0631,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=180.0482002245984&dec=3.2341688635327026&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0631.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
12692,157.33338928222656,53.27896499633789,7,unbarred_loose_spiral,0.0698792,0.262,1789.0595070894185,nonlens_0632,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=157.33338928222656&dec=53.27896499633789&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0632.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
13088,185.07586669921875,65.22642517089844,7,unbarred_loose_spiral,0.08179799,0.262,3999.8342955631283,nonlens_0633,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=185.07586669921875&dec=65.22642517089844&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0633.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
4382,157.51853217392767,3.97190213240674,2,round_smooth,0.06785762,0.262,1443.3912688713012,nonlens_0634,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=157.51853217392767&dec=3.97190213240674&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0634.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
5511,228.44493103027344,24.846837997436523,2,round_smooth,0.1518297,0.262,910.7703990386598,nonlens_0635,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=228.44493103027344&dec=24.846837997436523&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0635.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
10991,44.41794640715453,0.4927383100440763,6,unbarred_tight_spiral,0.07118589,0.262,1045.779852860699,nonlens_0636,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=44.41794640715453&dec=0.4927383100440763&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0636.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
16058,118.5066602128559,24.32084575452612,9,edge_on_with_bulge,0.0611971,0.262,2678.6730585353744,nonlens_0637,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=118.5066602128559&dec=24.32084575452612&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0637.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
10492,195.84644093509087,18.548701193043936,6,unbarred_tight_spiral,0.070571885,0.262,2621.42493553539,nonlens_0638,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=195.84644093509087&dec=18.548701193043936&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0638.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
9111,164.91793823242188,34.98139190673828,5,barred_spiral,0.08182702,0.262,1876.018184300801,nonlens_0639,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=164.91793823242188&dec=34.98139190673828&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0639.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
6157,155.29830932617188,18.63638496398925,3,in_between_round_smooth,0.1196046,0.262,241.51779830336187,nonlens_0640,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=155.29830932617188&dec=18.63638496398925&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0640.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
3556,246.49704818585585,27.97487221172456,2,round_smooth,0.13284136,0.262,1195.7929424613856,nonlens_0641,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=246.49704818585585&dec=27.97487221172456&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0641.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
14511,359.1981192585306,1.3552316082669091,8,edge_on_without_bulge,0.008262395,0.524,888.4814253028483,nonlens_0642,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=359.1981192585306&dec=1.3552316082669091&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0642.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
9496,239.63253784179688,29.23474884033203,5,barred_spiral,0.08585602,0.262,1688.6404438143059,nonlens_0643,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=239.63253784179688&dec=29.23474884033203&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0643.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
14148,226.7537841796875,34.58676528930664,7,unbarred_loose_spiral,0.09700757,0.262,278.2238258887354,nonlens_0644,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=226.7537841796875&dec=34.58676528930664&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0644.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
10341,226.67606141989768,4.964509021224505,6,unbarred_tight_spiral,0.09186039,0.262,1773.1706748803854,nonlens_0645,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=226.67606141989768&dec=4.964509021224505&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0645.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
12388,122.83002248820289,15.925772288109483,7,unbarred_loose_spiral,0.13476105,0.262,720.5763508761153,nonlens_0646,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=122.83002248820289&dec=15.925772288109483&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0646.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
4082,172.65753686113314,0.8921336216457514,2,round_smooth,0.13423307,0.262,591.0046069156626,nonlens_0647,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=172.65753686113314&dec=0.8921336216457514&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0647.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
7668,315.72040597044816,-0.6486964375600626,4,cigar_shaped_smooth,0.07943964,0.262,2974.408355828928,nonlens_0648,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=315.72040597044816&dec=-0.6486964375600626&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0648.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
12416,185.47232582724604,2.067419163460434,7,unbarred_loose_spiral,0.123576514,0.262,445.07163528985177,nonlens_0649,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=185.47232582724604&dec=2.067419163460434&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0649.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
8435,159.99163216197505,31.30930278662856,5,barred_spiral,0.07377728,0.262,2775.450794858804,nonlens_0650,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=159.99163216197505&dec=31.30930278662856&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0650.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
5858,146.58815123268624,2.673256852870211,3,in_between_round_smooth,0.1171877,0.262,1386.5352456783562,nonlens_0651,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=146.58815123268624&dec=2.673256852870211&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0651.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
7395,223.4765625,49.284793853759766,3,in_between_round_smooth,0.06537651,0.262,2287.697667713044,nonlens_0652,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=223.4765625&dec=49.284793853759766&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0652.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
7641,254.96951844623172,24.682849200226386,4,cigar_shaped_smooth,0.04379623,0.262,1145.0056465149826,nonlens_0653,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=254.96951844623172&dec=24.682849200226386&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0653.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
6703,181.0581970214844,12.683611869812012,3,in_between_round_smooth,0.03271464,0.262,633.3103167592122,nonlens_0654,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=181.0581970214844&dec=12.683611869812012&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0654.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
15125,153.6139373779297,40.7023811340332,8,edge_on_without_bulge,0.06830075,0.262,1287.5975310100405,nonlens_0655,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=153.6139373779297&dec=40.7023811340332&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0655.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
7164,221.7436065673828,27.32866859436035,3,in_between_round_smooth,0.05890302,0.262,74.06238187785922,nonlens_0656,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=221.7436065673828&dec=27.32866859436035&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0656.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
8297,11.946651949316372,-1.8001377374730048,5,barred_spiral,0.081863426,0.262,1347.836524929611,nonlens_0657,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=11.946651949316372&dec=-1.8001377374730048&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0657.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
8745,135.4727325439453,15.932571411132812,5,barred_spiral,0.1058561,0.262,3199.9989050949757,nonlens_0658,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=135.4727325439453&dec=15.932571411132812&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0658.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
5789,221.16554103006357,1.3106843242753126,3,in_between_round_smooth,0.11968773,0.262,743.5329117277062,nonlens_0659,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=221.16554103006357&dec=1.3106843242753126&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0659.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
7355,143.21743774414062,63.77834701538086,3,in_between_round_smooth,0.1173713,0.262,707.6088040429908,nonlens_0660,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=143.21743774414062&dec=63.77834701538086&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0660.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
